รหัสยืนยัน,สถานะ,รหัส_นศ,วิเคราะห์ประเด็น,หลักฐาน,มุมมอง,เชื่อมโยง,สรุป,คะแนนรวม,จำนวนรอบ,การคัดลอก,V_ที่ได้,V_ที่ถูกต้อง,หมายเหตุ
TK-2028-44444-5R-0C-V20-D26,ไม่ถูกต้อง,2028,4,4,4,4,4,20,5,0,V20,V11,V code ไม่ตรง: ได้ V20 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0096-43344-5R-0C-V45-D26,ไม่ถูกต้อง,96,4,3,3,4,4,18,5,0,V45,V07,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0141-43344-5R-0C-V77-D26,ไม่ถูกต้อง,141,4,3,3,4,4,18,5,0,V77,V98,V code ไม่ตรง: ได้ V77 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0043-43444-5R-1C-V40-D26,ไม่ถูกต้อง,43,4,3,4,4,4,19,5,1,V40,V01,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0358-44444-5R-0C-V08-D26,ไม่ถูกต้อง,358,4,4,4,4,4,20,5,0,V08,V15,V code ไม่ตรง: ได้ V08 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0113-33344-5R-0C-V53-D26,ไม่ถูกต้อง,113,3,3,3,4,4,17,5,0,V53,V94,V code ไม่ตรง: ได้ V53 แต่ควรเป็น V94 → อาจเป็นรหัสปลอม!
TK-0347-43344-5R-0C-V51-D26,ไม่ถูกต้อง,347,4,3,3,4,4,18,5,0,V51,V06,V code ไม่ตรง: ได้ V51 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0217-43444-5R-0C-V72-D26,ไม่ถูกต้อง,217,4,3,4,4,4,19,5,0,V72,V04,V code ไม่ตรง: ได้ V72 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0040-43434-5R-0C-V41-D26,ไม่ถูกต้อง,40,4,3,4,3,4,18,5,0,V41,V91,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V91 → อาจเป็นรหัสปลอม!
TK-2028-43343-5R-0C-V12-D26,ไม่ถูกต้อง,2028,4,3,3,4,3,17,5,0,V12,V00,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0255-44444-5R-0C-V10-D26,ไม่ถูกต้อง,255,4,4,4,4,4,20,5,0,V10,V11,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0189-44344-5R-0C-V80-D26,ไม่ถูกต้อง,189,4,4,3,4,4,19,5,0,V80,V15,V code ไม่ตรง: ได้ V80 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0401-44444-5R-0C-V47-D26,ไม่ถูกต้อง,401,4,4,4,4,4,20,5,0,V47,V04,V code ไม่ตรง: ได้ V47 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0294-44444-6R-0C-V07-D26,ไม่ถูกต้อง,294,4,4,4,4,4,20,6,0,V07,V17,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0030-44343-5R-0C-V57-D26,ไม่ถูกต้อง,30,4,4,3,4,3,18,5,0,V57,V96,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0172-44444-5R-0C-V07-D26,ไม่ถูกต้อง,172,4,4,4,4,4,20,5,0,V07,V09,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0509-44443-5R-0C-V81-D26,ไม่ถูกต้อง,509,4,4,4,4,3,19,5,0,V81,V09,V code ไม่ตรง: ได้ V81 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0073-44444-5R-0C-V34-D26,ไม่ถูกต้อง,73,4,4,4,4,4,20,5,0,V34,V09,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0680-44444-5R-0C-V68-D26,ไม่ถูกต้อง,680,4,4,4,4,4,20,5,0,V68,V13,V code ไม่ตรง: ได้ V68 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-1131-43344-5R-0C-V46-D26,ไม่ถูกต้อง,1131,4,3,3,4,4,18,5,0,V46,V98,V code ไม่ตรง: ได้ V46 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0426-44334-5R-0C-V36-D26,ไม่ถูกต้อง,426,4,4,3,3,4,18,5,0,V36,V02,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0432-44444-5R-0C-V36-D26,ไม่ถูกต้อง,432,4,4,4,4,4,20,5,0,V36,V08,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0546-43334-5R-0C-V19-D26,ไม่ถูกต้อง,546,4,3,3,3,4,17,5,0,V19,V00,V code ไม่ตรง: ได้ V19 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0395-44444-5R-0C-V12-D26,ไม่ถูกต้อง,395,4,4,4,4,4,20,5,0,V12,V16,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0840-43444-5R-0C-V63-D26,ไม่ถูกต้อง,840,4,3,4,4,4,19,5,0,V63,V06,V code ไม่ตรง: ได้ V63 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0208-44334-5R-0C-VXX-D26,ไม่ถูกต้อง,,0,0,0,0,0,0,0,0,,,รูปแบบรหัสไม่ถูกต้อง (ต้องเป็น TK-XXXX-XXXXX-XR-XC-VXX-D26)
TK-0651-44444-5R-0C-V00-D26,ไม่ถูกต้อง,651,4,4,4,4,4,20,5,0,V00,V11,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0087-44343-5R-0C-V42-D26,ไม่ถูกต้อง,87,4,4,3,4,3,18,5,0,V42,V08,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0231-44334-5R-0C-V20-D26,ไม่ถูกต้อง,231,4,4,3,3,4,18,5,0,V20,V96,V code ไม่ตรง: ได้ V20 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0333-33443-6R-0C-V59-D26,ไม่ถูกต้อง,333,3,3,4,4,3,17,6,0,V59,V99,V code ไม่ตรง: ได้ V59 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0201-44444-5R-0C-V01-D26,ไม่ถูกต้อง,201,4,4,4,4,4,20,5,0,V01,V02,V code ไม่ตรง: ได้ V01 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0440-44444-5R-0C-V54-D26,ไม่ถูกต้อง,440,4,4,4,4,4,20,5,0,V54,V07,V code ไม่ตรง: ได้ V54 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0748-44444-5R-0C-V97-D26,ไม่ถูกต้อง,748,4,4,4,4,4,20,5,0,V97,V18,V code ไม่ตรง: ได้ V97 แต่ควรเป็น V18 → อาจเป็นรหัสปลอม!
TK-0125-43444-5R-0C-V04-D26,ไม่ถูกต้อง,125,4,3,4,4,4,19,5,0,V04,V02,V code ไม่ตรง: ได้ V04 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0086-43344-5R-0C-V17-D26,ไม่ถูกต้อง,86,4,3,3,4,4,18,5,0,V17,V06,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0196-44444-5R-0C-V37-D26,ไม่ถูกต้อง,196,4,4,4,4,4,20,5,0,V37,V15,V code ไม่ตรง: ได้ V37 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0391-33344-5R-0C-V76-D26,ไม่ถูกต้อง,391,3,3,3,4,4,17,5,0,V76,V02,V code ไม่ตรง: ได้ V76 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0413-33344-5R-0C-V39-D26,ไม่ถูกต้อง,413,3,3,3,4,4,17,5,0,V39,V97,V code ไม่ตรง: ได้ V39 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-2163-44444-5R-0C-V46-D26,ไม่ถูกต้อง,2163,4,4,4,4,4,20,5,0,V46,V11,V code ไม่ตรง: ได้ V46 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0082-43343-5R-0C-V62-D26,ไม่ถูกต้อง,82,4,3,3,4,3,17,5,0,V62,V98,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0204-44344-5R-0C-V66-D26,ไม่ถูกต้อง,204,4,4,3,4,4,19,5,0,V66,V03,V code ไม่ตรง: ได้ V66 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0376-44444-5R-0C-V46-D26,ไม่ถูกต้อง,376,4,4,4,4,4,20,5,0,V46,V15,V code ไม่ตรง: ได้ V46 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0076-44444-5R-0C-V42-D26,ไม่ถูกต้อง,76,4,4,4,4,4,20,5,0,V42,V12,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0111-43344-5R-0C-V30-D26,ไม่ถูกต้อง,111,4,3,3,4,4,18,5,0,V30,V95,V code ไม่ตรง: ได้ V30 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0615-44444-5R-0C-V30-D26,ไม่ถูกต้อง,615,4,4,4,4,4,20,5,0,V30,V11,V code ไม่ตรง: ได้ V30 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0217-44444-5R-0C-V52-D26,ไม่ถูกต้อง,217,4,4,4,4,4,20,5,0,V52,V09,V code ไม่ตรง: ได้ V52 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0369-44444-5R-0C-V09-D26,ไม่ถูกต้อง,369,4,4,4,4,4,20,5,0,V09,V17,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0387-44444-5R-0C-V17-D26,ถูกต้อง,387,4,4,4,4,4,20,5,0,V17,V17,
TK-0009-44334-5R-0C-V17-D26,ไม่ถูกต้อง,9,4,4,3,3,4,18,5,0,V17,V99,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0770-33343-5R-0C-V28-D26,ไม่ถูกต้อง,770,3,3,3,4,3,16,5,0,V28,V99,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0168-43344-5R-0C-V81-D26,ไม่ถูกต้อง,168,4,3,3,4,4,18,5,0,V81,V07,V code ไม่ตรง: ได้ V81 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-2117-44444-5R-0C-V05-D26,ไม่ถูกต้อง,2117,4,4,4,4,4,20,5,0,V05,V10,V code ไม่ตรง: ได้ V05 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0045-44444-5R-0C-V63-D26,ไม่ถูกต้อง,45,4,4,4,4,4,20,5,0,V63,V08,V code ไม่ตรง: ได้ V63 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0483-43434-5R-0C-V15-D26,ไม่ถูกต้อง,483,4,3,4,3,4,18,5,0,V15,V02,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0285-44444-5R-0C-V55-D26,ไม่ถูกต้อง,285,4,4,4,4,4,20,5,0,V55,V14,V code ไม่ตรง: ได้ V55 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0138-44444-5R-0C-V84-D26,ไม่ถูกต้อง,138,4,4,4,4,4,20,5,0,V84,V11,V code ไม่ตรง: ได้ V84 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0473-44444-5R-0C-V88-D26,ไม่ถูกต้อง,473,4,4,4,4,4,20,5,0,V88,V13,V code ไม่ตรง: ได้ V88 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0589-43434-5R-0C-V69-D26,ไม่ถูกต้อง,589,4,3,4,3,4,18,5,0,V69,V09,V code ไม่ตรง: ได้ V69 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0104-43444-5R-0C-V49-D26,ไม่ถูกต้อง,104,4,3,4,4,4,19,5,0,V49,V99,V code ไม่ตรง: ได้ V49 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0104-44444-5R-0C-V60-D26,ไม่ถูกต้อง,104,4,4,4,4,4,20,5,0,V60,V04,V code ไม่ตรง: ได้ V60 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0081-44444-5R-0C-V19-D26,ไม่ถูกต้อง,81,4,4,4,4,4,20,5,0,V19,V08,V code ไม่ตรง: ได้ V19 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0201-44444-5R-0C-V72-D26,ไม่ถูกต้อง,201,4,4,4,4,4,20,5,0,V72,V02,V code ไม่ตรง: ได้ V72 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0452-44444-5R-0C-V38-D26,ไม่ถูกต้อง,452,4,4,4,4,4,20,5,0,V38,V10,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0094-43344-5R-0C-V40-D26,ไม่ถูกต้อง,94,4,3,3,4,4,18,5,0,V40,V05,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0188-44434-5R-0C-V56-D26,ไม่ถูกต้อง,188,4,4,4,3,4,19,5,0,V56,V09,V code ไม่ตรง: ได้ V56 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0601-43434-5R-0C-V37-D26,ไม่ถูกต้อง,601,4,3,4,3,4,18,5,0,V37,V94,V code ไม่ตรง: ได้ V37 แต่ควรเป็น V94 → อาจเป็นรหัสปลอม!
TK-2056-44444-5R-0C-V76-D26,ไม่ถูกต้อง,2056,4,4,4,4,4,20,5,0,V76,V12,V code ไม่ตรง: ได้ V76 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0068-33434-5R-0C-V00-D26,ไม่ถูกต้อง,68,3,3,4,3,4,17,5,0,V00,V98,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0108-43343-5R-0C-V41-D26,ไม่ถูกต้อง,108,4,3,3,4,3,17,5,0,V41,V97,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0359-44344-5R-0C-V10-D26,ไม่ถูกต้อง,359,4,4,3,4,4,19,5,0,V10,V14,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0660-43434-5R-0C-V50-D26,ไม่ถูกต้อง,660,4,3,4,3,4,18,5,0,V50,V99,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0464-44444-5R-0C-V39-D26,ไม่ถูกต้อง,464,4,4,4,4,4,20,5,0,V39,V13,V code ไม่ตรง: ได้ V39 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0033-43444-5R-0C-V12-D26,ไม่ถูกต้อง,33,4,3,4,4,4,19,5,0,V12,V00,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0536-44444-5R-0C-V14-D26,ไม่ถูกต้อง,536,4,4,4,4,4,20,5,0,V14,V13,V code ไม่ตรง: ได้ V14 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-1111-33334-5R-0C-V42-D26,ไม่ถูกต้อง,1111,3,3,3,3,4,16,5,0,V42,V86,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V86 → อาจเป็นรหัสปลอม!
TK-0279-43444-5R-0C-V96-D26,ไม่ถูกต้อง,279,4,3,4,4,4,19,5,0,V96,V12,V code ไม่ตรง: ได้ V96 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0170-44444-5R-0C-V30-D26,ไม่ถูกต้อง,170,4,4,4,4,4,20,5,0,V30,V07,V code ไม่ตรง: ได้ V30 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0410-43343-6R-0C-V69-D26,ไม่ถูกต้อง,410,4,3,3,4,3,17,6,0,V69,V96,V code ไม่ตรง: ได้ V69 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-2154-44444-5R-0C-V98-D26,ไม่ถูกต้อง,2154,4,4,4,4,4,20,5,0,V98,V11,V code ไม่ตรง: ได้ V98 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0010-43444-5R-0C-V21-D26,ไม่ถูกต้อง,10,4,3,4,4,4,19,5,0,V21,V95,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-2037-43344-5R-0C-V61-D26,ไม่ถูกต้อง,2037,4,3,3,4,4,18,5,0,V61,V04,V code ไม่ตรง: ได้ V61 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0363-44444-5R-0C-V62-D26,ไม่ถูกต้อง,363,4,4,4,4,4,20,5,0,V62,V11,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-2139-44344-5R-0C-V66-D26,ไม่ถูกต้อง,2139,4,4,3,4,4,19,5,0,V66,V12,V code ไม่ตรง: ได้ V66 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0309-43433-5R-0C-V73-D26,ไม่ถูกต้อง,309,4,3,4,3,3,17,5,0,V73,V95,V code ไม่ตรง: ได้ V73 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0288-44344-5R-0C-V97-D26,ไม่ถูกต้อง,288,4,4,3,4,4,19,5,0,V97,V15,V code ไม่ตรง: ได้ V97 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0044-44444-5R-0C-V21-D26,ไม่ถูกต้อง,44,4,4,4,4,4,20,5,0,V21,V07,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0400-44444-5R-0C-V23-D26,ไม่ถูกต้อง,400,4,4,4,4,4,20,5,0,V23,V03,V code ไม่ตรง: ได้ V23 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-2017-44334-5R-0C-V03-D26,ไม่ถูกต้อง,2017,4,4,3,3,4,18,5,0,V03,V00,V code ไม่ตรง: ได้ V03 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0121-44444-5R-0C-V16-D26,ไม่ถูกต้อง,121,4,4,4,4,4,20,5,0,V16,V03,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0032-33343-5R-0C-V70-D26,ไม่ถูกต้อง,32,3,3,3,4,3,16,5,0,V70,V90,V code ไม่ตรง: ได้ V70 แต่ควรเป็น V90 → อาจเป็นรหัสปลอม!
TK-0058-44444-5R-0C-V00-D26,ไม่ถูกต้อง,58,4,4,4,4,4,20,5,0,V00,V12,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0172-44343-5R-0C-V44-D26,ไม่ถูกต้อง,172,4,4,3,4,3,18,5,0,V44,V03,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-2163-43343-5R-0C-V17-D26,ไม่ถูกต้อง,2163,4,3,3,4,3,17,5,0,V17,V00,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-2014-43444-5R-0C-V77-D26,ไม่ถูกต้อง,2014,4,3,4,4,4,19,5,0,V77,V01,V code ไม่ตรง: ได้ V77 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0439-44444-5R-0C-V28-D26,ไม่ถูกต้อง,439,4,4,4,4,4,20,5,0,V28,V15,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0611-44444-5R-0C-V28-D26,ไม่ถูกต้อง,611,4,4,4,4,4,20,5,0,V28,V07,V code ไม่ตรง: ได้ V28 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0317-44444-5R-0C-V95-D26,ไม่ถูกต้อง,317,4,4,4,4,4,20,5,0,V95,V10,V code ไม่ตรง: ได้ V95 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0388-34343-5R-0C-V13-D26,ไม่ถูกต้อง,388,3,4,3,4,3,17,5,0,V13,V09,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0159-43443-5R-0C-V98-D26,ไม่ถูกต้อง,159,4,3,4,4,3,18,5,0,V98,V05,V code ไม่ตรง: ได้ V98 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0029-44444-5R-0C-V38-D26,ไม่ถูกต้อง,29,4,4,4,4,4,20,5,0,V38,V10,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0052-43444-5R-0C-V64-D26,ไม่ถูกต้อง,52,4,3,4,4,4,19,5,0,V64,V01,V code ไม่ตรง: ได้ V64 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0442-33343-6R-0C-V15-D26,ไม่ถูกต้อง,442,3,3,3,4,3,16,6,0,V15,V98,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0170-43444-5R-0C-V92-D26,ไม่ถูกต้อง,170,4,3,4,4,4,19,5,0,V92,V02,V code ไม่ตรง: ได้ V92 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0308-33344-5R-0C-V50-D26,ไม่ถูกต้อง,308,3,3,3,4,4,17,5,0,V50,V00,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0037-44344-5R-0C-V53-D26,ไม่ถูกต้อง,37,4,4,3,4,4,19,5,0,V53,V07,V code ไม่ตรง: ได้ V53 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0136-44444-5R-0C-V10-D26,ไม่ถูกต้อง,136,4,4,4,4,4,20,5,0,V10,V09,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0401-44444-5R-0C-V36-D26,ไม่ถูกต้อง,401,4,4,4,4,4,20,5,0,V36,V04,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0061-44444-5R-0C-V65-D26,ไม่ถูกต้อง,61,4,4,4,4,4,20,5,0,V65,V06,V code ไม่ตรง: ได้ V65 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0384-44444-5R-0C-V35-D26,ไม่ถูกต้อง,384,4,4,4,4,4,20,5,0,V35,V14,V code ไม่ตรง: ได้ V35 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0020-44444-5R-0C-V71-D26,ไม่ถูกต้อง,20,4,4,4,4,4,20,5,0,V71,V01,V code ไม่ตรง: ได้ V71 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0408-44444-5R-1C-V42-D26,ไม่ถูกต้อง,408,4,4,4,4,4,20,5,1,V42,V11,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0594-19444-6R-0C-V91-D26,ไม่ถูกต้อง,,0,0,0,0,0,0,0,0,,,คะแนนเกณฑ์ที่ 2 (หลักฐาน) = 9 ไม่อยู่ในช่วง 1-4
TK-0101-43434-5R-0C-V18-D26,ไม่ถูกต้อง,101,4,3,4,3,4,18,5,0,V18,V89,V code ไม่ตรง: ได้ V18 แต่ควรเป็น V89 → อาจเป็นรหัสปลอม!
TK-0587-44344-5R-0C-V35-D26,ไม่ถูกต้อง,587,4,4,3,4,4,19,5,0,V35,V17,V code ไม่ตรง: ได้ V35 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0188-44444-5R-0C-V68-D26,ไม่ถูกต้อง,188,4,4,4,4,4,20,5,0,V68,V16,V code ไม่ตรง: ได้ V68 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0601-44444-5R-0C-V21-D26,ไม่ถูกต้อง,601,4,4,4,4,4,20,5,0,V21,V06,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0080-33343-5R-0C-V15-D26,ไม่ถูกต้อง,80,3,3,3,4,3,16,5,0,V15,V93,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0219-43434-5R-0C-V18-D26,ไม่ถูกต้อง,219,4,3,4,3,4,18,5,0,V18,V99,V code ไม่ตรง: ได้ V18 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0049-44444-5R-0C-V84-D26,ไม่ถูกต้อง,49,4,4,4,4,4,20,5,0,V84,V12,V code ไม่ตรง: ได้ V84 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0367-43434-5R-0C-V56-D26,ไม่ถูกต้อง,367,4,3,4,3,4,18,5,0,V56,V03,V code ไม่ตรง: ได้ V56 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0090-44444-5R-0C-V08-D26,ถูกต้อง,90,4,4,4,4,4,20,5,0,V08,V08,
TK-0465-44444-5R-0C-V05-D26,ไม่ถูกต้อง,465,4,4,4,4,4,20,5,0,V05,V14,V code ไม่ตรง: ได้ V05 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0609-43342-6R-0C-V56-D26,ไม่ถูกต้อง,609,4,3,3,4,2,16,6,0,V56,V02,V code ไม่ตรง: ได้ V56 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0014-43343-5R-0C-V41-D26,ไม่ถูกต้อง,14,4,3,3,4,3,17,5,0,V41,V93,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0115-44444-5R-0C-V35-D26,ไม่ถูกต้อง,115,4,4,4,4,4,20,5,0,V35,V06,V code ไม่ตรง: ได้ V35 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0046-44444-5R-0C-V45-D26,ไม่ถูกต้อง,46,4,4,4,4,4,20,5,0,V45,V09,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0363-44334-5R-0C-V82-D26,ไม่ถูกต้อง,363,4,4,3,3,4,18,5,0,V82,V02,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0031-33344-5R-0C-V55-D26,ไม่ถูกต้อง,31,3,3,3,4,4,17,5,0,V55,V93,V code ไม่ตรง: ได้ V55 แต่ควรเป็น V93 → อาจเป็นรหัสปลอม!
TK-0031-44444-5R-0C-V32-D26,ไม่ถูกต้อง,31,4,4,4,4,4,20,5,0,V32,V03,V code ไม่ตรง: ได้ V32 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0218-44444-5R-0C-V44-D26,ไม่ถูกต้อง,218,4,4,4,4,4,20,5,0,V44,V10,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
